Time,Position->,Joint 1,Joint 2,Joint 3,Joint 4,Joint 5,Joint 6,Velocity->,Joint 1,Joint 2,Joint 3,Joint 4,Joint 5,Joint 6,Current->,Joint 1,Joint 2,Joint 3,Joint 4,Joint 5,Joint 6
0.384029952,,1.966412544,-1.739167992,0.483676583,-1.782271687,4.748075008,3.131808758,,0.074270241,-0.089175418,-0.130477846,0.021595575,-0.001174454,-0.138273999,,-0.937076807,-1.732919574,-0.793600917,0.032025866,-0.158604279,-0.176904783
0.391980032,,1.966988087,-1.739839379,0.4826231,-1.782151524,4.748075008,3.130696058,,0.074180759,-0.088561825,-0.13259986,0.014405039,-0.001174454,-0.125498801,,-1.046925545,-1.784481168,-0.820502639,0.158604279,-0.128103465,0.010675289
0.399970048,,1.967610836,-1.74060661,0.481510073,-1.78188831,4.748015404,3.129583359,,0.075395159,-0.092383996,-0.135386586,0.025909895,-0.004386227,-0.141917199,,-1.091761708,-1.739645004,-0.939318597,-0.054901481,-0.128103465,-0.231806263
0.407960064,,1.96824646,-1.741290871,0.480432987,-1.781756703,4.748027802,3.128446817,,0.07632833,-0.091655351,-0.13835229,0.025118936,-0.004386227,-0.129597411,,-1.197126865,-1.728435993,-1.143323421,0.047276277,-0.09302751,-0.280607581
0.415930112,,1.968833923,-1.742070023,0.479284376,-1.781528775,4.748015404,3.127262115,,0.075407937,-0.093560047,-0.141241282,0.023273366,-0.003691141,-0.129597411,,-1.132114291,-1.699292421,-1.11417985,-0.108277924,-0.091502473,0.022875618
0.42388992,,1.969480991,-1.74278957,0.478135377,-1.781397168,4.748039722,3.126101732,,0.076162145,-0.095209077,-0.145229638,0.029888658,0,-0.150282189,,-1.11417985,-1.526672959,-1.024507403,-0.068626851,-0.129628494,-0.222656012
0.431919872,,1.970116138,-1.743557278,0.476962417,-1.781133477,4.748027802,3.12491703,,0.077632211,-0.096500173,-0.149997756,0.021475732,0,-0.153134435,,-1.107454419,-1.658939838,-0.860855222,-0.210455686,-0.154029161,-0.234856337
0.439899904,,1.970716,-1.744313065,0.475801468,-1.780966107,4.747943878,3.123636961,,0.073285937,-0.095375255,-0.153180763,0.028858015,0,-0.146471202,,-1.026749253,-1.688083291,-1.002089262,-0.140303791,-0.158604279,-0.009150247
0.447940096,,1.971327305,-1.745092217,0.474604905,-1.780738656,4.747907639,3.122392893,,0.075995967,-0.096998721,-0.157220244,0.020852553,-0.003619236,-0.157640502,,-0.98415482,-1.845010042,-1.165741444,-0.2257061,-0.137253702,-0.259256989
0.455919872,,1.971914291,-1.745896165,0.473336071,-1.780606572,4.747943878,3.121124506,,0.075356811,-0.098775581,-0.162244037,0.025885927,-0.003619236,-0.166029453,,-1.004331112,-1.914506197,-1.105212569,-0.103702798,-0.128103465,-0.237906426
0.463919872,,1.972514153,-1.746723477,0.472055644,-1.780427281,4.747943878,3.119808435,,0.078220241,-0.09933804,-0.166922674,0.018983014,-0.002924151,-0.166964233,,-0.999847531,-1.930198908,-0.97742939,-0.21198073,-0.140303791,-0.163179412
0.471859968,,1.9731493,-1.747526948,0.470762849,-1.780331437,4.747919559,3.118456364,,0.075395159,-0.100117818,-0.171524629,0.018239992,-0.002157161,-0.158431455,,-0.98415482,-1.692566991,-1.109696269,-0.032025866,-0.169279575,-0.268407255
0.479960064,,1.973748207,-1.748354737,0.469422489,-1.780091588,4.74793148,3.117128372,,0.078463122,-0.102201469,-0.174272999,0.02027731,-0.00170176,-0.16996029,,-1.037958264,-1.567025542,-1.127630711,-0.167754531,-0.167754531,-0.032025866
0.487909888,,1.974383831,-1.749121968,0.467998594,-1.780044381,4.747907639,3.115704298,,0.079306811,-0.101421699,-0.177890643,0.010570087,-0.001438107,-0.176983044,,-0.997605681,-1.54236567,-1.1164217,0.038126029,-0.195205271,-0.32788384
0.495849984,,1.974995136,-1.749961678,0.466633886,-1.77974445,4.747835636,3.114328623,,0.077811174,-0.100360692,-0.181776732,0.033004556,-0.001438107,-0.182759434,,-1.049167395,-1.54460752,-0.9751876,-0.051851399,-0.202830479,-0.272982359
0.503940096,,1.975642204,-1.750800912,0.465126127,-1.779589001,4.747811794,3.112892866,,0.080048233,-0.100603573,-0.185330451,0.032429315,-0.006591324,-0.183238804,,-1.080552697,-1.53564024,-1.024507403,0.111328006,-0.129628494,-0.138778746
0.511869952,,1.976289749,-1.751556698,0.463677913,-1.779254262,4.747848034,3.111433029,,0.080610693,-0.099811018,-0.188909739,0.029672941,-0.00417051,-0.181800693,,-1.011056542,-1.744128585,-0.762215614,0.07930214,-0.117428169,-0.257731974
0.519909888,,1.976901054,-1.75237209,0.462133825,-1.779050652,4.747823715,3.109949589,,0.081147589,-0.100462958,-0.193102613,0.026916571,0,-0.18347849,,-1.125388861,-1.786723018,-0.98639667,0.143353865,-0.202830479,0.033550907
0.527849984,,1.977620602,-1.753199402,0.460638046,-1.778835122,4.747776031,3.108441353,,0.075395159,-0.100117818,-0.196860865,0.021451764,0,-0.188799486,,-1.067101836,-1.690325141,-1.078310847,0.103702798,-0.21350576,-0.2257061
0.535930112,,1.978219032,-1.754002873,0.459010065,-1.778655354,4.74775219,3.106873989,,0.082323641,-0.101025417,-0.198573813,0.023513051,-0.005656554,-0.200951487,,-0.98415482,-1.737403154,-1.002089262,0.077777103,-0.160129324,-0.041176111
0.543879936,,1.978890896,-1.754770581,0.457382441,-1.778535668,4.74775219,3.105294704,,0.082055189,-0.102815062,-0.20175682,0.020205405,-0.004530037,-0.201239109,,-0.946044028,-1.634279847,-0.878789723,0.065576769,-0.17080462,-0.236381382
0.55195008,,1.979562283,-1.755670373,0.455718905,-1.778320138,4.747776031,3.103655577,,0.085225418,-0.103339173,-0.203623176,0.027132286,-0.004530037,-0.208285838,,-1.004331112,-1.564783812,-1.1164217,-0.021350577,-0.17080462,-0.056426525
0.559899904,,1.980209351,-1.756485764,0.454019368,-1.778104607,4.747728348,3.10200429,,0.075395159,-0.10344144,-0.206703916,0.030080406,0,-0.214277953,,-1.017781973,-1.658939838,-1.156774282,-0.033550907,-0.233331308,-0.309583366
0.567899904,,1.98088026,-1.757289712,0.452272296,-1.777817074,4.747632504,3.100269556,,0.082285285,-0.102776714,-0.209490642,0.028234836,-0.002085255,-0.214877158,,-1.085036278,-1.739645004,-1.008814693,-0.137253702,-0.253156841,-0.181479901
0.575899904,,1.981527805,-1.758105103,0.450560808,-1.777661626,4.747632504,3.098522663,,0.081441596,-0.101651795,-0.210564435,0.024567662,-0.008628642,-0.217369884,,-1.125388861,-1.791206598,-0.919142306,-0.109802961,-0.073201977,-0.266882211
0.583970048,,1.982162952,-1.758920495,0.44884932,-1.777446095,4.747704506,3.09678793,,0.082758263,-0.101396136,-0.214591131,0.02706038,0.001653823,-0.221324667,,-1.215061307,-1.856219172,-1.226270318,-0.137253702,-0.253156841,-0.176904783
0.591960064,,1.982834816,-1.759735886,0.447113842,-1.777254407,4.747572422,3.094981194,,0.080572344,-0.102009721,-0.218234345,0.021116205,-0.016634105,-0.222642943,,-1.152290583,-1.762063146,-1.073827267,-0.07930214,-0.11285305,-0.289757818
0.59988992,,1.983481407,-1.760575596,0.445354402,-1.777038876,4.747680187,3.093270063,,0.079639174,-0.101651795,-0.221736923,0.026197517,0.001965413,-0.227316782,,-1.197126865,-1.629796267,-1.060376406,-0.077777103,-0.132678583,-0.183004946
0.607919872,,1.984093189,-1.761366669,0.443642914,-1.77687103,4.747572422,3.091427565,,0.078245804,-0.10085924,-0.222887412,0.023608925,-0.03391536,-0.227101073,,-1.073827267,-1.546849251,-1.324910045,0.02745074,-0.285182714,-0.253156841
0.61588992,,1.984728336,-1.762170617,0.441871494,-1.776631657,4.747572422,3.089644909,,0.075765871,-0.098673314,-0.230033204,0.028210867,0.023393208,-0.23079221,,-0.919142306,-1.524431229,-1.340602756,0.041176111,-0.067101814,-0.051851399
0.62388992,,1.985315323,-1.763010327,0.439944655,-1.776367966,4.74750042,3.08777833,,0.075804219,-0.099299692,-0.234494537,0.031590417,-0.041537326,-0.233836204,,-0.966220319,-1.488562226,-1.176950574,0.083877265,-0.2409565,-0.282132626
0.63195008,,1.985927105,-1.763765637,0.43807736,-1.776104752,4.747584343,3.08587575,,0.074398071,-0.098443218,-0.239684507,0.03108708,0.026557043,-0.243088022,,-0.957253098,-1.587201834,-1.163499713,0.10675288,-0.195205271,-0.05337644
0.639859968,,1.986490726,-1.764593426,0.436138541,-1.775924985,4.747405052,3.083997965,,0.073950656,-0.097228818,-0.244337574,0.027324034,-0.03777428,-0.23738353,,-0.925867736,-1.697050571,-1.167983294,0.152504116,-0.036600988,-0.231806263
0.647909888,,1.987101555,-1.765276734,0.434199721,-1.775709931,4.747560501,3.082071543,,0.073682211,-0.09678141,-0.248530462,0.026844665,0.025909895,-0.244669944,,-0.990880251,-1.694808722,-1.194885015,0.164704442,-0.353809565,-0.111328006
0.655869952,,1.987689018,-1.766092602,0.4321886,-1.775517766,4.747321129,3.080109119,,0.073081404,-0.095081247,-0.249770433,0.019821908,-0.018503644,-0.247953624,,-1.067101836,-1.607378125,-0.98191303,0.152504116,0.07930214,-0.257731974
0.663909888,,1.988216877,-1.766847912,0.430177897,-1.775362317,4.74750042,3.078087091,,0.072276063,-0.093841277,-0.254628032,0.024184167,0.016178705,-0.259506404,,-1.089519978,-1.629796267,-1.089519978,0.161654368,-0.44073689,-0.233331308
0.671899904,,1.988839626,-1.767603699,0.428095251,-1.775170628,4.747273445,3.076053143,,0.070908263,-0.094071373,-0.254934818,0.021212079,-0.016178705,-0.260273397,,-1.006572962,-1.506496668,-1.226270318,0.117428169,0.07930214,-0.141828835
0.679990016,,1.989367008,-1.768347088,0.426012993,-1.774990861,4.747428894,3.073971272,,0.070499204,-0.089558914,-0.255139351,0.023704797,0.011408983,-0.246060118,,-1.017781973,-1.380955338,-0.952769458,0.041176111,-0.419386327,-0.29738304
0.687960064,,1.989894867,-1.769090478,0.423882425,-1.774799649,4.747189522,3.071937323,,0.066549204,-0.087692574,-0.254001647,0.021979069,-0.012152005,-0.258379906,,-0.889998794,-1.432516932,-1.176950574,0.021350577,0.082352221,-0.094552554
0.69595008,,1.990410328,-1.769762341,0.421788186,-1.774608437,4.747393131,3.06983161,,0.067111664,-0.086439818,-0.253822684,0.02538259,0.010785803,-0.253106833,,-0.854129791,-1.632038116,-0.993122101,-0.067101814,-0.443786979,-0.239431471
0.703930112,,1.990949631,-1.770469968,0.419741511,-1.774392907,4.747189522,3.067762136,,0.066638686,-0.083729789,-0.250090003,0.028067056,-0.01315868,-0.257924497,,-0.856371641,-1.670148849,-0.916900516,-0.062526688,0.070151895,-0.2409565
0.711919872,,1.991477013,-1.770973508,0.417694807,-1.774117295,4.747273445,3.065656185,,0.063609071,-0.078360856,-0.252224803,0.028858015,0.011001519,-0.258547664,,-0.934835017,-1.739645004,-1.304733753,-0.173854694,-0.425486475,-0.163179412
0.719919872,,1.991968632,-1.77166969,0.415720046,-1.773949448,4.74712944,3.063610315,,0.064082049,-0.079025581,-0.250435144,0.023776703,-0.011169298,-0.253178746,,-1.060376406,-1.67687428,-1.179192305,-0.169279575,0.065576769,-0.279082537
0.727859968,,1.992424011,-1.772280995,0.413780481,-1.773782078,4.747189522,3.061540365,,0.060323797,-0.075804219,-0.252429336,0.021835258,-0.029385321,-0.249559507,,-1.069343686,-1.649972558,-1.152290583,-0.167754531,-0.428536564,-0.006100165
0.735869952,,1.992927074,-1.772856538,0.41182965,-1.773578469,4.747057915,3.059518337,,0.060950171,-0.074564248,-0.253464758,0.019630162,-0.008724516,-0.248025522,,-1.161257863,-1.504254937,-1.277832031,-0.155554205,0.019825535,-0.266882211
0.743899904,,1.99337101,-1.773492638,0.409890831,-1.773411099,4.747153282,3.057460546,,0.057294182,-0.071483508,-0.255637914,0.017616812,-0.003067962,-0.258571655,,-1.239721179,-1.412340641,-1.181434155,-0.122003295,-0.460562438,-0.190630153
0.751980032,,1.993862152,-1.774043862,0.407892108,-1.773303334,4.746985912,3.055498362,,0.055287227,-0.069399849,-0.254512995,0.015148061,0.003283678,-0.257876575,,-1.25765574,-1.306975603,-1.40785706,-0.123528339,0.140303791,-0.25620693
0.759970048,,1.994257927,-1.774572198,0.405833423,-1.773243252,4.747069836,3.053464413,,0.051733505,-0.066638686,-0.260175943,0.01639442,-0.035017908,-0.25775671,,-1.280073881,-1.306975603,-1.25317204,-0.007625206,-0.391935587,-0.320258647
