Time,Position->,Joint 1,Joint 2,Joint 3,Joint 4,Joint 5,Joint 6,Velocity->,Joint 1,Joint 2,Joint 3,Joint 4,Joint 5,Joint 6,Current->,Joint 1,Joint 2,Joint 3,Joint 4,Joint 5,Joint 6
0,,1.951153755,-1.720434968,0.508509755,-1.786007229,4.748470306,3.156588793,,0,-0.001879127,0,0,0,-0.004985438,,-1.082794547,-1.986244202,-0.13899225,-0.298908085,0.009150247,-0.239431471
0.008,,1.951153755,-1.720434968,0.508509755,-1.786007229,4.748458385,3.156564713,,0.001866343,-0.004244014,0,0,0,-0.004985438,,-1.013298392,-1.997453213,-0.28022632,-0.29738304,0.004575124,-0.190630153
0.016040192,,1.951237679,-1.720459286,0.508461833,-1.786007229,4.748446465,3.156540871,,0.006851781,-0.005023787,-0.004972654,0,0,-0.003906858,,-1.309217334,-1.849493742,-0.150201306,-0.280607581,0.015250412,-0.216555849
0.024150016,,1.95126152,-1.720542733,0.508425891,-1.785995309,4.748422146,3.156540871,,0.005011004,-0.005765211,-0.003962784,0,0,-0.003211772,,-1.167983294,-2.033322096,-0.269017279,-0.274507403,0.004575124,-0.277557492
0.032020224,,1.951309204,-1.720639054,0.508425891,-1.785983388,4.748434067,3.156361341,,0.003361975,-0.010622817,-0.009664079,0,0,-0.018503644,,-1.051409125,-1.932440639,-0.365415126,-0.245531633,0.006100165,-0.131153539
0.040080128,,1.951309204,-1.720662896,0.508318424,-1.786007229,4.748470306,3.156361341,,0.008884305,-0.008270714,-0.008372978,0,0,-0.005632586,,-1.067101836,-2.024354935,-0.286951751,-0.234856337,-0.010675289,-0.218080893
0.048100096,,1.951405048,-1.720759217,0.508246481,-1.785995309,4.748458385,3.156277418,,0.007107445,-0.013652429,-0.014253238,0,0,-0.027180223,,-1.022265553,-2.060223818,-0.479747444,-0.233331308,-0.016775453,-0.231806263
0.05616,,1.951488972,-1.720878903,0.508150637,-1.786031071,4.748446465,3.15614605,,0.014163756,-0.013320067,-0.009843044,0,0,-0.01176851,,-1.134356141,-1.952617049,-0.318337113,-0.22723113,-0.018300494,-0.07930214
0.064150016,,1.951572895,-1.720986668,0.508066714,-1.786007229,4.748458385,3.156086206,,0.011543206,-0.016298546,-0.014649517,0,0,-0.021044299,,-0.999847531,-1.981760502,-0.55372721,-0.18452999,-0.019825535,-0.292807907
0.07211008,,1.951705456,-1.721130673,0.507923305,-1.785995309,4.748446465,3.155882835,,0.017858094,-0.016234631,-0.017998708,0,0,-0.020469056,,-1.020023823,-2.001936913,-0.470780224,-0.154029161,-0.02745074,-0.003050082
0.080120064,,1.951813221,-1.721262757,0.507779479,-1.785995309,4.748422146,3.155762911,,0.016042883,-0.017385116,-0.018931881,0,0,-0.009347696,,-1.11866343,-1.918989778,-0.580628932,-0.132678583,-0.024400659,-0.186055019
0.088,,1.95200491,-1.721418683,0.507648408,-1.786007229,4.748434067,3.155547619,,0.016579775,-0.018829614,-0.020708742,0,0,-0.024399882,,-1.100728989,-1.943649769,-0.533550918,-0.08540231,-0.032025866,0.074727021
0.096040192,,1.952112675,-1.721598927,0.507504582,-1.786007229,4.748434067,3.155464172,,0.016042883,-0.018331071,-0.021680262,0,0,-0.010042781,,-1.105212569,-1.9458915,-0.625465155,-0.077777103,-0.045751236,-0.129628494
0.103990016,,1.952208042,-1.721754376,0.507349193,-1.786007229,4.748434067,3.155236483,,0.018931881,-0.020005666,-0.025067803,0,0,-0.025909895,,-1.073827267,-1.896571755,-0.668059528,-0.024400659,-0.050326359,0.143353865
0.112040192,,1.95238781,-1.721874539,0.507133842,-1.785959069,4.748434067,3.155104876,,0.016413596,-0.02058091,-0.02550243,0,0,-0.013230585,,-1.058134556,-1.894329906,-0.737555683,0.015250412,-0.047276277,-0.082352221
0.120070144,,1.952519894,-1.72210199,0.506954074,-1.785863225,4.748434067,3.154865742,,0.019366508,-0.023866184,-0.027138676,0.004625911,0,-0.031830102,,-1.049167395,-1.840526462,-0.860855222,-0.0259257,-0.05337644,0.097602636
0.128020224,,1.952640057,-1.722269837,0.506750703,-1.785899464,4.748458385,3.154698133,,0.019238677,-0.022038192,-0.030193856,0.004314321,0,-0.029433258,,-0.999847531,-1.869670033,-0.851888001,-0.015250412,-0.057951566,-0.115903132
0.136030208,,1.952807903,-1.722450082,0.506487429,-1.785875146,4.748434067,3.154411078,,0.022702916,-0.025476865,-0.030040458,0.002804309,0,-0.026581012,,-0.98639667,-1.867428184,-0.97294575,0.015250412,-0.059476607,-0.051851399
0.144020224,,1.952963352,-1.722689454,0.506236136,-1.78580362,4.748434067,3.154171705,,0.021296768,-0.026985278,-0.033824276,0.002348908,0,-0.043071307,,-0.963978529,-1.82035017,-0.952769458,0.059476607,-0.056426525,-0.129628494
0.15206016,,1.95319128,-1.722881619,0.505984843,-1.785671536,4.748410225,3.153920412,,0.023086412,-0.026780749,-0.035166509,0.009251822,0,-0.032069787,,-0.946044028,-1.871911764,-1.042441964,-0.089977428,-0.057951566,-0.219605923
0.160100096,,1.953359127,-1.723097626,0.505685627,-1.785719697,4.748422146,3.153669119,,0.024313595,-0.029401299,-0.038208906,0.004386227,0,-0.035545211,,-0.910175085,-1.824833751,-0.97294575,-0.007625206,-0.065576769,-0.215030804
0.16806016,,1.953563213,-1.723337475,0.505422354,-1.785659615,4.748398304,3.153417826,,0.025451299,-0.030807449,-0.039972983,0.004386227,0,-0.034131072,,-0.896724224,-1.782239437,-0.948285878,0.033550907,-0.083877265,-0.315683514
0.176120064,,1.953766823,-1.723577325,0.505087137,-1.785564248,4.748410225,3.153118849,,0.025988191,-0.031600006,-0.042210039,0.013949638,0,-0.0376065,,-0.885515153,-1.744128585,-0.876547933,-0.0259257,-0.09302751,-0.257731974
0.184050176,,1.953994274,-1.723864857,0.504728019,-1.785528008,4.748362541,3.15275979,,0.028046282,-0.033146769,-0.043501139,0.006471482,-0.00107858,-0.047121976,,-0.921384156,-1.658939838,-0.887757003,-0.05337644,-0.083877265,-0.196730316
0.192070144,,1.954221725,-1.724117104,0.50439322,-1.785468403,4.748254776,3.152412891,,0.028966671,-0.035140943,-0.046735283,0.004314321,-0.00107858,-0.048488177,,-0.928109586,-1.602894545,-0.910175085,0.022875618,-0.091502473,-0.102177761
0.200020224,,1.954449654,-1.724404637,0.504034042,-1.785420243,4.748291016,3.152006388,,0.029183986,-0.035716187,-0.047502272,0.018863171,-0.005656554,-0.046378952,,-0.916900516,-1.587201834,-0.905691445,-0.094552554,-0.016775453,0.048801318
